SampleID	TIGIT	CD27	CD8A	PDCD1LG2	LAG3	CD274	CXCR6	CMKLR1	NKG7	CCL5	PSMB10	IDO1	CXCL9	HLA-DQA1	CD276	STAT1	HLA-DRB1	HLA-E	signature_score
TCGA-05-4395-01	1.7448127700029776	1.9044746858537844	3.248749351709739	2.4326936554609286	2.2990314583099463	1.8349689886918255	2.7795538783169658	3.21203183323361	3.747368243838739	6.535245333973697	6.422682899460108	3.0048002084907646	5.528081840368753	7.500809938908881	6.3995374357024275	8.407202641094514	8.099546457509014	8.352973974701097	4.636364755312654
TCGA-05-4396-01	1.8227331881223217	2.3341318493328025	2.2095311234857187	1.690070214705842	1.4237680943405473	1.173465563836828	2.233564499595127	3.190867355576015	2.0427244724803084	3.613464683495229	5.305589356441179	2.0696762880336177	4.656189311124062	6.223167244771795	6.76779690424889	8.094738032618931	7.903984061790035	9.197294183207676	3.9973753570670514
TCGA-05-4397-01	1.5745591788953228	1.9315363367681133	2.95424691283013	2.9677767178036407	2.7579279630904296	1.586305384884363	2.1383842940882105	4.33564744648542	2.6017884146136514	6.703167436506369	6.313503236498396	5.811841769937044	6.136853798651101	6.1998422308520995	8.335854465381324	8.570966617925077	9.395280805476888	9.638147991286703	4.997423944554127
TCGA-05-4398-01	2.997899068120595	4.043100282518655	4.117988154867026	3.6024702540660556	2.997899068120595	5.091506996092749	3.2561899459255765	4.715037691714963	3.3418569240502523	5.550183240728732	6.153559515038831	4.250126319203144	7.171303227088456	7.884348493815729	6.80988181686531	8.828276791822345	8.757720682899684	9.0978524350506	5.481511161554961
TCGA-05-4402-01	1.987722094814022	4.173527239461316	2.8705200176483086	2.378853881042048	3.2021168690254345	1.7646609359891428	2.4781368903013847	4.327126540469373	2.1887063596357943	4.412442434436713	5.545402269723566	5.074492790756462	3.9760801760311915	7.874375693309342	7.193420440214996	9.166191276588872	8.893078395432543	9.328887230272564	4.82420786306406
TCGA-05-4403-01	1.700771855013421	3.232291518742291	2.838436860882078	2.281014567631513	1.689909029577844	1.639985967269209	2.502059546371742	4.548768467404094	2.8061066929144274	5.121754073624615	6.889593174208593	3.8116094311701088	5.587471324221743	7.1284543738090855	7.242268900194624	7.750744786095257	9.14257047295254	10.19406711986128	4.783771008996915
TCGA-05-4405-01	1.4023457015014498	4.14392741404642	3.89922320461301	1.883809707436031	2.1766415827792547	2.429648757879426	2.1766415827792547	4.43542039942827	2.29813047966436	4.535404466888989	5.0129773920719884	1.8696227075193586	3.6850715428086986	6.478930517341809	7.140069677354477	8.34634365230184	8.225147084254402	8.348421978530256	4.360432102733294
TCGA-05-4410-01	3.1488902433814783	5.7355575856128365	5.218692161712022	3.5152103088659206	3.7856264543213847	2.774732060389841	4.241722005572387	5.331149247106305	3.7009971122095484	6.70475779712079	6.123074900018041	5.420223629306305	8.395911457280873	9.405840314189248	5.735591270431366	10.463957310871569	10.73936220921018	10.724519176980635	6.17587862469893
TCGA-05-4415-01	2.7223941692042937	2.236274410859865	4.509557041737947	2.0412106616878503	3.282788144156778	2.0799031854419225	2.9101743909189417	3.882122134181369	3.626483872396557	5.669731248730818	5.183401630835662	4.430919850540493	5.914687441920972	5.232313214384187	7.490189407680169	9.719853694793956	6.466032356465791	8.356036146567169	4.764115166805819
TCGA-05-4417-01	4.175288569829554	4.699419119951963	4.522705330472621	2.882229660391399	3.0406184036204364	2.2831575703876426	3.699880503734318	5.076455504775724	3.7918673824750497	5.905868053970609	5.732663946655546	4.283369071526193	7.095627347537457	8.315614899571829	6.913459071771911	8.741221309186324	9.901240704545868	9.05552417797157	5.562011701576445
TCGA-05-4418-01	3.5273107880878865	4.853595237069247	4.525388319976084	3.2481550655809497	3.1497623307255984	2.778547934032295	3.724134866279467	4.659996352192943	3.9909460294139523	6.122722723010901	6.8086387330331215	4.787793195787736	6.8521284041552635	7.529657839354311	6.738434614432882	9.348987924669132	9.00497582751751	9.72669018927565	5.632103687477496
TCGA-05-4420-01	0.9577101226278023	2.9583795689849035	2.561327564815266	1.4701556205269164	1.5488423569625558	1.0234802022801517	2.4044196901957102	3.0682227804218387	2.023157992515536	3.5047607064458965	4.113076148336641	2.018558001928562	2.8158641046049997	3.0252942400941434	7.756040591219827	6.55893904612076	4.9927036463649515	7.829210257830362	3.368341257904268
TCGA-05-4422-01	3.55141588428473	5.368253245907015	5.755530732018463	2.7327103575258342	3.397074617499136	1.8656225454150945	4.403789837125036	4.702752695670448	4.170352345117309	6.293743301213695	6.468402789225996	4.546746080658635	6.771284340750607	8.279088347111808	6.7030196033639955	8.892773877527999	9.492345147923528	10.1273101476072	5.751234216441474
TCGA-05-4424-01	3.1330082804833097	3.2855031666215977	4.1595703531772115	3.0437440142435905	2.4028842740703062	1.7151844361658584	3.463162762061524	5.477048862256941	2.7152187303130035	5.3560130133424115	5.32927970397572	4.327473129953511	5.785111595657649	8.860879449581194	6.811750033023825	8.965203098059725	9.755299454356264	9.459850677906523	5.224788057513898
TCGA-05-4425-01	2.3918722906495864	3.0490152029716957	3.476433131251506	3.8607892418948784	1.890054530574523	3.0134934063258627	3.3243537904629443	5.3902388957053855	2.7203657092358644	5.911341687263021	6.373534368537826	4.547191302444	7.801988707861018	9.580762541814847	7.010893182904301	8.842591498191098	10.942632405137015	9.342929334030684	5.52613784595867
TCGA-05-4426-01	1.76959296036068	1.9629516994154	2.5694133089671807	2.3307320692248172	1.1065346420593865	3.845846359799337	2.2263175714816055	2.963448605379021	2.353790566314182	3.9146593755482875	5.715727284593538	1.486297446977593	3.3943911525772905	6.374136745465941	6.736814788590569	8.07241216730279	9.75422526507847	9.275420399509628	4.214039578258095
TCGA-05-4427-01	2.745130340339416	3.095358204033111	4.1243258399031095	2.405806662968898	2.4210281961754996	4.117337374353553	2.664287912968173	4.537874246492477	2.9995069520878883	5.197347947531839	5.069159128176587	3.820057964762506	5.749689642950714	7.442513520401421	7.1709455693112085	9.75872844736713	8.507447345481733	8.688411222210405	5.028608695417537
TCGA-05-4430-01	2.2782909466949244	3.672908864612931	3.9506697486701463	3.1629530877364664	2.896698162937578	2.1369151823266974	3.341122155343845	4.56427180745567	3.460663720578605	5.126541651247471	6.012307593068767	3.9854580058870273	5.754413143098623	8.88263582289941	7.503442275690887	8.393871417314143	9.39167038344664	9.439638762638369	5.219692929536011
TCGA-05-4432-01	2.886567213711991	4.852759297383476	4.261798524526703	2.809081154947118	3.7863687206210117	1.9897611476836803	3.4971213659532285	4.6454516806259845	3.6694311153695924	5.318681511303313	5.54666406619438	5.448809692793711	6.747480056339638	7.695461364371756	6.711645202430738	9.145589681228419	9.040189115539512	9.16365411025232	5.400917501182032
TCGA-05-4433-01	2.7277816336989837	2.8574793975476793	4.500756165829423	2.662932052471483	2.1574642560882396	1.9556614788849602	3.469270173092604	5.14776188995344	3.2534072286316986	5.6549096412548145	6.668395304655533	5.223603140407243	6.676042275125589	8.531935343002026	6.764256489512487	8.683106042097553	9.049520589273564	10.251104507120315	5.346410422702647
TCGA-05-4434-01	3.3686263286317075	4.066613091935623	4.237989402457625	4.481867450841839	3.2479192523807496	3.823377405003044	3.9570380261801326	6.058019419116806	3.6747754241401176	9.08055501408691	7.111904145804829	7.337044708852417	7.725348910212956	9.766499227705971	7.379483581417114	9.216842272838598	9.853594904287219	9.906036006451226	6.349640809574716
TCGA-05-5423-01	2.882947697562396	3.532807248092748	3.626773847912202	3.4681236321094513	1.9085776192083936	1.7287062124739379	3.6228126488773764	4.194624676480251	2.7942016298282097	5.056302798365253	7.02937229799463	4.990230933074303	3.5286195037735464	7.323293273696636	6.679495626844735	7.4792300085097505	9.32713818192708	9.094011311888131	4.903737174923279
TCGA-05-5425-01	3.617983161422362	4.183516466274125	5.478623198695392	3.7239518293778917	3.3009779920428053	2.6502890009465805	4.866741477120048	4.943591542808907	4.442648709494626	6.601025170514843	6.609993422604509	6.6465178458277014	8.706458971390452	8.920788879499298	6.818900984092016	9.879392587921329	9.762085351853575	10.548871779719871	6.2056865762003515
TCGA-05-5428-01	0.73617674027523206	1.4112179690898206	3.128689412996965	2.0694200911211373	1.5784560936183816	1.8810996979145165	2.415355998917276	3.2110196262043345	1.8810996979145165	3.5278994172527893	5.674789759528149	2.4252436278688876	4.118353405348941	4.558762441192614	5.635928899349212	7.6324130251892806	6.381782742590657	8.172180382984207	3.6911049460753844
TCGA-05-5429-01	1.0324267734039123	2.6964532847651412	2.384560553587941	1.242856954375373	0.8728855585455512	0.4513897595640984	2.612137532355414	2.282425871408136	1.7201044411583006	3.0265217113927076	6.442136062873556	2.053513766410167	2.7019172515365844	5.271555251554281	6.351722859791802	6.60597821610008	7.606299431571455	9.004266587496726	3.5755084371050683
TCGA-05-5715-01	0.9121440075912164	2.141847143003964	2.8064126410079293	1.78025221449938	0.996733562747735	1.0504910864495753	1.973531781850358	4.614437492262957	2.119006542899996	4.230794302942056	5.763028798063725	4.800462138925312	2.875068135495542	4.692593380109195	7.174872131469882	7.666534162326321	6.884554555669404	8.989151821756199	3.9706619943928194
TCGA-06-0125-01	0.759209947090653	0.3700217840590693	1.1129159814943406	1.902341655777535	1.17432836354059	1.2618054838206039	0.2896024375977264	3.2152514200081326	0.49611080425214704	0.8930936266320898	4.379112103402642	0.6767270106677528	1.2758823140410678	5.330212563695293	7.416543379438875	7.010875972823543	6.818720287128556	7.4268336033726206	2.878310485491291
TCGA-06-0129-01	0.3817463263718357	0.699071132236549	1.0754118095199128	3.265302761167344	3.759117598316933	1.903234031256108	1.0754118095199128	5.185067930051967	1.3620292574975237	1.9126063691568438	5.005132218599616	0.5107545015669772	1.9126063691568438	6.216407761591961	6.638231671360722	9.65429187232012	7.439428763684946	8.709660105074418	3.7058617938028076
TCGA-06-0130-01	2.4253102516918688	3.6156045459010615	5.045377570338032	5.039431195259619	3.934101736744633	3.231346480413945	2.635400406156386	6.242115715782012	4.426649031034343	5.572325781853832	6.26776462003096	3.712887832626668	7.588447442670007	9.225031777161174	8.418963807980333	8.919983352541555	10.542774902552294	9.31981950054046	5.897963108404399
TCGA-06-0141-01	0.8089124612799639	1.3893866714481973	2.6063256228049956	3.0927227321654485	1.2946523204234133	1.7382434168656633	1.3690760355372444	5.7860783512654494	2.900361277584642	3.7951039541273848	5.863418997003033	4.012691879864553	2.01349100809973	5.452116393938263	7.104824848815959	7.492349617625797	7.829691315448248	8.832420274827005	4.076770398840277
TCGA-06-0190-01	0.7996721887740832	1.972339398320899	2.3417637826931244	4.186750346572019	1.501352012529855	1.9501207703177552	1.34717790487059	5.283809815150116	2.257698822653796	4.0078914137123185	5.253746292761435	2.2314938469272203	2.8233010429356944	5.973389289727457	7.537043710651475	7.406002240797178	8.014517562446617	8.867683003017103	4.097541858047707
TCGA-06-0210-01	0.3451372752514842	0.5123214281539077	1.4774442326166775	2.3239810189303074	0.9113990905192018	2.136363071188378	0.9483904814126443	4.670969507439442	1.8144537053410645	2.3239810189303074	5.083233928556566	0.2885675570770477	1.0196403479363965	6.736205484108899	8.016209839143645	6.932438871038897	7.006025237609553	8.383792441998576	3.3850308076251663
TCGA-06-0211-01	0.3341049253608688	0.7283184347643725	0.7345432235313736	2.0779665602959976	0.5064050664615587	1.525289660817219	0.7634644692501429	4.346507376472091	1.2718954973169179	2.473612720223179	5.047989685114629	0.5487470980432777	1.9163488889782596	6.134048144346013	7.596009707050302	7.087001295791324	8.322630365080816	8.259501874681662	3.3152436107544445
TCGA-06-0878-01	0.7138242257076953	0.6507198429636186	1.812300143869895	2.380838776327964	0.9505614053371989	1.5779992464779953	0.7643853191221172	4.0695789155611015	1.1538757979056904	4.039105037349101	5.187655928208453	2.3645444367158133	2.314525626484063	6.653543606333763	8.271903050607623	7.557339749748482	7.806482171297485	8.959936431085735	3.7349510950613216
TCGA-06-0882-01	0.36002775404274484	0.89034414276665	1.6978999427245816	3.059589665089288	0.7358922052526281	0.9789394194764278	0.8215388247881648	5.300310037169349	1.339852233022115	2.407890993751151	5.521184295736199	0.27148786455025326	1.7750672663882179	6.663019132607403	7.2972320354006674	8.034252442245196	8.576807117366505	9.121168774144296	3.602916897028991
TCGA-06-1804-01	1.4146589694673406	1.029614353642266	0.8866868634633913	3.2849603866867354	0.7763183864109229	1.209089102593132	0.28986634972906966	3.8754345352902786	1.139457711993467	1.514304481047081	4.6263743587656	0.32165513587521843	5.468605387303141	4.5761956364609	6.77990654281784	7.923593477234227	6.100745177855594	7.802805052821204	3.278903994969856
TCGA-06-2557-01	1.584226157585384	2.527478620788395	3.1526139906924304	3.068591262435982	2.5718158427240945	1.4259869385630015	2.2972746915103612	5.984822188308999	3.19852268612124	4.615578454071896	5.735819240325886	2.24718653712185	4.696461047495604	8.40030878464162	7.11865513417725	9.11501949513981	9.041198422528508	9.424347806994275	4.7892170722903655
TCGA-06-2558-01	0.2620550448969255	0.5485099045321363	1.714718791337458	2.0490796174626578	1.07884518796265	0.9987007771377633	0.4546001736054733	4.492863176862065	1.8464844030039878	2.2869876645076608	5.0612600992036985	0.1551976847112164	0.6244474319672458	4.509224517717951	6.325310611065772	7.187773181773882	6.945735288656571	8.388333596962202	3.0516737307426287
TCGA-06-2559-01	0.2633983468338443	0.455067863702513	1.4680756083960256	2.403235876585873	1.704693248958253	2.682807889949172	0.4888552383791119	3.611394961331082	1.2390741099854234	1.8039009900430563	4.263927505274904	0.19193591211325053	1.7797295229530257	5.358359670003423	7.603292461966131	7.601999924448055	6.927842886813896	7.752592662538134	3.2000102600152873
TCGA-06-2561-01	0.27482510251421155	1.2275126259740983	2.9987550314067035	2.94754618190741	1.2737091524840487	1.480012483715599	1.0108993177279506	4.737164211915212	1.858301665531616	3.3537815784372107	5.40299853282178	0.11896216469490078	0.8955337167883678	6.862965922240133	7.059011577177215	7.820687979459172	8.325114890918183	8.374543365303555	3.6679069722787427
TCGA-06-2562-01	0.07657417741313582	0.4530493202343012	0.987067872470278	3.652690549684363	0.8175788041817849	4.5189931452444885	0.14187292012736544	4.129934183353116	1.7438148892446406	1.4916697940706756	4.93625770469196	0.10958931375178327	1.2316319196772616	3.5481840697745017	8.830612497609202	7.229656226882483	6.708691675568548	8.19580201436185	3.26687061546343
TCGA-06-2563-01	0.4378056200880437	0.563436535279203	2.200893776023928	3.50170216729756	1.1676138968129737	2.50555449079476	0.7474792506335265	3.796445148865691	1.5734189611292821	2.791161322705194	5.350928696040987	2.9559919647938315	4.0807770206331515	5.39607211370561	7.823063321003832	8.717530233518742	7.303752039072867	8.94965248419443	3.8812932801440896
TCGA-06-2564-01	0.2833030545323139	0.5305368178022215	1.4215747524843405	3.733317702372377	0.7232973396577935	2.5093768161971304	0.8010009969676817	4.164812677600487	1.0441014402482407	2.3045114495499543	4.622265473542702	0.22810200030333788	0.6411638390089238	2.983544233823326	7.3932899537442305	7.193468652001414	5.932307955548137	8.162490614339275	3.0373592094291046
TCGA-06-2565-01	0.2737146644205961	0.6024983825615075	1.7049055370862818	2.2960182764546353	2.220597417011507	1.143707099593328	1.0422219412408043	4.3642120493956025	1.0245899613174814	2.4947770545254127	4.488377705640286	0.6636915697044742	3.024641579333203	6.814060545145436	7.727086325223681	8.482343528924384	7.907444011100411	8.533494279292569	3.600465662665089
TCGA-06-2567-01	1.1482700441587468	1.1450268940397734	1.6725225249525466	3.8062996615752067	1.1938003709571734	1.9183609997875744	0.6570791510440385	5.112654958632024	2.7427884383966425	3.818461744769108	5.404123137847903	0.9144397896468449	2.486446479992897	6.085453200878359	6.736870952805593	8.433980413564639	7.475478270778985	9.12675880218701	3.88215643533417
TCGA-06-2569-01	0.11618934879954053	0.6041091816426623	3.703054092990447	0.5194955436330219	2.9795379227852195	0.6974982496452505	0.15154808552315466	2.4148582017824376	0.11618934879954053	1.2800215590187354	3.8926005626191293	0.4069605844492049	0.11618934879954053	2.3928665521969092	8.140184250036182	5.755757419714194	3.79269931042747	6.677456500124264	2.430956447943717
TCGA-06-2570-01	0.11700920806725854	0.42340352398754966	0.7822193453991845	1.994473781707987	0.9359282074115474	1.1304904026695268	0.2569780524232059	4.833510175682593	1.5259987949492955	1.6067205953299175	5.479469810582628	0.15329864733853393	2.0817802520231345	6.569796975288644	6.888765839717229	7.281925066563049	8.21402882923438	8.64242014425571	3.273234314035076
TCGA-06-5408-01	0.11225434418392435	0.5049699156617429	0.7234807573696752	2.6353103246919685	1.034109669327233	1.5920514691667431	0.17696445620059253	3.5444335828590536	0.6569795485457932	1.9569998061252132	5.305058766509801	0.46303285515176895	0.9624941897164032	5.635898331355612	7.636117430622559	8.982618555421004	7.734322641420397	8.984314246589978	3.2578561606066367
TCGA-06-5410-01	0.48971678097142146	1.08988848366473	1.335999850192417	3.648008010884664	0.5844974177892404	1.5624616476934297	1.0672521741478058	6.726308030022591	2.527656142232062	4.579318509121822	6.073330307690443	1.0672521741478058	1.7682785262824101	8.770627305819138	7.386579849091878	7.370044345369943	9.604827927557169	9.7610339078092	4.189615632804898
TCGA-06-5411-01	0.23330635488058002	0.5899480309234171	2.60757811044461	1.7562482937845572	1.4551567806598182	1.4806843963957625	0.7355266010411183	4.265835440718425	1.2917060531816085	2.254957199879106	5.287665022455706	0.1402614747626057	2.098864918344076	6.1792736651457405	6.916526215390703	7.012082712779047	6.768170330020113	8.301584834234646	3.29863202416898
TCGA-06-5412-01	0.9093476630409928	1.0268560601801966	1.8743504184053896	3.80000868031373	0.549473731966372	4.248561170785513	1.0241007345103088	5.149364795738003	1.9918077730925454	2.907252431240771	6.004614171963479	1.4090719327499803	3.5194091995804495	7.7183719698194535	7.542228930163411	7.924788728266695	9.403884728714083	8.920821760068312	4.218017493366649
TCGA-06-5413-01	0.8292018767391857	1.531432996015067	2.851332297133329	3.2535386290669286	0.9687695386262317	1.0607965077195614	1.6403219329834522	4.9196042250766405	2.5861411205426403	3.506845818516567	5.424590560271664	1.1133191799035917	2.3729215385305595	7.015367675543291	7.364525486343043	7.479029968186936	8.77003104795785	8.869611713025456	3.975410117343444
TCGA-06-5414-01	0.29202859832126865	0.655227453239011	1.1668702973882454	2.938980476850442	0.3889408805794456	2.396528443699383	0.8638390702748984	4.3222401634453025	1.6003508080348365	2.612607061158116	5.519373854329149	2.1968466282574908	2.330958581306142	6.741072817036834	7.311663492645853	8.4931314958707	8.781529834237272	8.363023850220404	3.7208452114941553
TCGA-06-5415-01	0.4677041642111834	0.9757781588148844	2.5177770167657365	2.667219139954427	1.17502766902918	0.8266495749037494	1.060796059063221	3.534414358339619	1.7649756565759032	3.42112245914237	5.063842973317116	0.6074251943768224	2.207120527008158	5.139981846519853	6.894262652709132	7.653683085423646	6.598413322307759	8.387017273577333	3.3868450628911164
TCGA-06-5416-01	0.33554765638691275	0.8504572242972207	1.8374158707934367	0.8133184696944438	2.1372895741209703	0.8468194323333437	0.7438883683569807	2.71969524947582	1.0617834188243864	2.3739890437322706	5.190511199098232	0.18651096385679297	2.082095109392831	4.722633105502913	6.881752632303022	7.138328244111246	5.452303996651204	7.251702035680626	2.9236689774784805
TCGA-06-5418-01	0.20765994149731745	0.6347952401008365	0.49793027473720364	2.71363905121149	0.4443646557337269	1.8582308532143081	0.3600831287966399	3.9291599620620916	0.9654555612511142	1.637321573469729	4.9737180352129515	0.1078199601463307	0.20765994149731745	2.9815060440695644	7.287474924688341	6.743737534358183	6.417392628116272	8.635894621227765	2.811324662855066
TCGA-06-5856-01	0.7205041899694261	0.5965980440058706	1.1975563110865841	2.3010560243538323	1.5805895776762526	2.0086759007144535	0.4745161018254139	4.833450360989379	1.4906289655217835	2.0086759007144535	4.88732891508085	0.17779252729761383	1.2454942105973703	5.838807531688374	7.344226373712225	7.103978215551999	8.092628920144735	7.8924279268831254	3.32194088876743
TCGA-06-5858-01	0.4519494019715656	0.46636107766904206	0.39621354070277304	3.155446804715931	1.1858855586982289	1.2022254377336503	0.42435061112202227	4.437092358488765	0.47903012248356885	1.825796787849789	4.850065721351063	0.7475198188442277	2.4220480039095804	4.091569753369568	7.645207594191077	7.777205247816984	6.33839710618492	8.72648280679131	3.145713764105226
TCGA-06-5859-01	0.28603390288687724	1.1711492763164755	2.073233303260076	2.2052566602877985	1.1006080765495692	1.0845591940979902	1.0185202377563098	5.0591482832585335	1.322091027085054	3.240455471504718	4.6239172737419905	0.28603390288687724	2.425103587714048	6.127615072570568	6.043463659454806	7.811288737233529	8.096569603953899	9.299749534364008	3.515266489162396
TCGA-09-0364-01	0.0901067451028648	0.5874610652647588	0.785092527661069	0.12556005447971805	0.7415482335735212	0.1254694284309167	0.14916690510360892	3.1229485033575597	0.08404817274074548	0.2877611917846926	4.176690092921147	0.14824393829197258	0.1178024465302677	1.4795531392682644	7.437322817054482	6.666587981913442	3.3670188911963117	6.483709012271993	1.9986717303859631
TCGA-09-0369-01	0.10308520652735721	0.6400963937039325	1.056571549039518	0.6473336617083988	1.3898531329242159	0.13011390020165944	0.14188961377938536	5.002667915014526	1.1812803448129179	1.742345871992842	5.58999801018299	2.2884051471249665	1.2211633435854916	3.893523269259077	8.086380796754973	6.149422578149495	6.459160532535142	6.638265623279468	2.9089753828097975
TCGA-09-1670-01	0.620312024660554	1.3554802618754171	2.316565905468945	1.5099318028363056	1.995171982996764	1.3222184331135638	0.8968750028709629	3.616027091232434	1.8695100775997824	3.8739255868422475	6.391729979976878	4.098870438729212	2.97451158456317	6.2969144173044285	5.791616778138716	8.537513651601857	8.319406666798018	7.83676980523337	3.8679639717690346
TCGA-09-1673-01	0.3562934203086403	0.5643132716128542	1.5966762892073687	0.8025578408974345	3.712541015462652	0.6935204082956347	0.4642573515192996	2.943865173144359	1.404204414047129	3.095062561107216	5.024748681203202	3.700581778953207	1.2387378498691677	4.824172979259249	6.404685818298705	7.719464244659309	7.827934975622718	7.577129349564694	3.33059707905738
TCGA-09-1674-01	0.7806121891164503	0.576098478429081	0.6981669752924252	0.28107540337946074	1.472626595012894	0.39984679503101833	0.1234994222643522	1.8001078787227545	0.36344902275172103	1.0161061066089823	3.027284473814929	0.3602391001471942	0.5982716488370053	2.102828855774939	6.924776856377845	8.115268482218735	4.054984696588928	6.823712868716309	2.19549754717139
TCGA-09-2044-01	1.52667417415961	2.1551886553835122	3.3325465504570175	2.156566895890815	3.6041845361160334	0.9950744041710395	1.0635280724666498	3.281378443904463	2.6171584136353694	4.536550650099385	6.482100803811604	2.9419901026310042	3.428270314523524	3.5590883725298115	6.291177628406804	8.616541746887414	8.641852936972127	7.962946227098103	4.066267718285793
