,Disease,Gene1,Gene2,IAP,Synergy_score,Gene1_expression,Gene2_expression,wilcox_pvalue,specificity_pvalue,sensitivity_R
801,brca,CD28,IL34,IFNGscore,-0.0566188711822345,Low,High,0.478480060354631,0.278181818181818,0.662269688636577
802,brca,CD28,KLRG2,IFNGscore,0.119321396335018,High,Low,0.627564431500358,0.717228464419476,0.960453860838262
805,brca,CD28,NT5E,IFNGscore,0.136547663280493,High,Low,0.681940144478844,0.348591549295775,0.716181630471072
808,brca,CD28,PVR,IFNGscore,-0.0917818615503552,Low,High,0.050070632820901,0.644591611479029,0.404691413779269
809,brca,CD28,SIRPA,IFNGscore,0.119537922440946,High,Low,0.324336533032185,0.403169014084507,0.442055595139791
810,brca,CD28,SLC7A1,IFNGscore,-0.0396829021960661,Low,Low,0.158545364691959,0.657836644591612,0.831427794840438
811,brca,CD28,TLR3,IFNGscore,0.346717133357509,High,High,0.865800865800866,0.322635135135135,0.448855424635261
812,brca,CD28,TNF,IFNGscore,0.438423912938202,High,High,0.00474525474525475,0.20442930153322,0.171242159821669
818,brca,CD28,TNFSF18,IFNGscore,0.0524110798983046,High,High,0.514515050167224,0.901724137931034,2.01676867123222
820,brca,CD28,TNFSF9,IFNGscore,-0.0248998415311403,Low,High,0.204854688075311,0.656363636363636,1.23380868035843
821,brca,CD28,VTCN1,IFNGscore,0.11781163438839,High,Low,0.190110826939471,0.768932038834951,0.684492449016506
824,brca,CD70,CELSR3,IFNGscore,0.293212017407187,High,Low,0.553916862735819,0.564935064935065,0.573053413972935
827,brca,CD70,CSF2,IFNGscore,0.677811820951633,High,High,0.0766522156534452,0.0275974025974026,0.314188455260603
828,brca,CD70,CSF3,IFNGscore,0.0632277800289152,High,High,0.9902826304537,0.868506493506494,2.91017337207762
830,brca,CD70,NCR3LG1,IFNGscore,-0.177683445822305,Low,Low,0.00912619541545163,0.174129353233831,0.489671824193249
831,brca,CD70,FAM3C,IFNGscore,0.0811761861278609,High,Low,0.812398339587397,0.831168831168831,2.18532258396193
832,brca,CD70,FLT3,IFNGscore,0.469071255931827,High,High,0.00589709568037741,0.334415584415584,0.299094484775218
834,brca,CD70,GPRC5B,IFNGscore,0.329834779797138,High,Low,0.218733995881526,0.522727272727273,0.51523796330952
835,brca,CD70,HHLA2,IFNGscore,0.568658999815605,High,High,0.00389584191980037,0.155844155844156,0.156091711007401
836,brca,CD70,HLA-DPA1,IFNGscore,0.463682247758205,High,High,0.0108695652173913,0.345779220779221,0.168405900744669
838,brca,CD70,ICOSLG,IFNGscore,0.579600917643137,High,High,0.160717121585796,0.133116883116883,0.391810810521753
840,brca,CD70,IL13RA2,IFNGscore,0.589989409661888,High,Low,0.00358277098719474,0.113636363636364,0.172493629470248
841,brca,CD70,IL34,IFNGscore,-0.135842338770254,Low,High,0.419280567659838,0.267361111111111,0.464364374180864
842,brca,CD70,KLRG2,IFNGscore,0.540019926823345,High,Low,0.0681437445205672,0.211038961038961,0.591661713891362
844,brca,CD70,NCR3,IFNGscore,0.442033930881666,High,High,0.00131752305665349,0.387987012987013,0.1697184249258
845,brca,CD70,NT5E,IFNGscore,0.109026569380852,High,High,0.13834560452364,0.774350649350649,2.42005931105197
848,brca,CD70,PVR,IFNGscore,0.751077703113195,High,Low,0.000754632806625561,0.00324675324675325,0.190367936320753
849,brca,CD70,SIRPA,IFNGscore,0.106072715559409,High,High,0.316365924684441,0.787337662337662,2.57149552538588
850,brca,CD70,SLC7A1,IFNGscore,-0.168122321149674,Low,Low,0.124138439013646,0.295805739514349,0.395049253571157
851,brca,CD70,TLR3,IFNGscore,0.602270690297037,High,High,0.00116517175816999,0.099025974025974,0.137883708512139
852,brca,CD70,TNF,IFNGscore,0.63259411357196,High,High,0.115594571357323,0.0568181818181818,0.355992877997303
853,brca,CD70,TNFRSF13B,IFNGscore,0.368299816631381,High,High,0.0330237358101135,0.488636363636364,0.2272781488821
854,brca,CD70,TNFRSF17,IFNGscore,0.460474501769166,High,High,0.00676937441643324,0.355519480519481,0.232481422815833
856,brca,CD70,TNFRSF4,IFNGscore,-0.146570963038597,Low,Low,0.802115214366722,0.340866290018832,0.377791549693985
858,brca,CD70,TNFSF18,IFNGscore,0.640256725578494,High,High,0.00155881903725056,0.0535714285714286,0.193669269570921
859,brca,CD70,TNFSF4,IFNGscore,0.639363149176621,High,High,0.0256449948400413,0.0535714285714286,0.201699780280921
861,brca,CD70,VTCN1,IFNGscore,0.513696648472892,High,Low,0.142425098896457,0.253246753246753,0.262334376319448
863,brca,CD80,CELSR3,IFNGscore,-0.104111736397455,Low,Low,0.132038936673693,0.232409381663113,0.443144546791155
866,brca,CD80,CSF2,IFNGscore,0.227167854772535,High,High,0.031844316674038,0.272727272727273,0.801691157843854
867,brca,CD80,CSF3,IFNGscore,-0.0336438155954727,Low,High,0.388605421947837,0.4875,0.479716925823291
870,brca,CD80,FAM3C,IFNGscore,0.1155958242518,High,Low,0.0124699002407981,0.292035398230089,0.320548900499346
871,brca,CD80,FLT3,IFNGscore,0.774537057360855,High,High,0.127826086956522,0.00363636363636364,0.270518760181835
873,brca,CD80,GPRC5B,IFNGscore,0.0648318147693266,High,Low,0.239815224335348,0.835249042145594,2.96345287839888
874,brca,CD80,HHLA2,IFNGscore,0.102395538881724,High,High,0.0075955637584948,0.805475504322767,0.814713050950934
877,brca,CD80,ICOSLG,IFNGscore,0.0526496562777253,High,High,0.193233237350884,0.56442831215971,2.31251809108805
879,brca,CD80,IL13RA2,IFNGscore,-0.071744107264783,Low,High,0.282077919056536,0.529715762273902,0.56881746828885
880,brca,CD80,IL34,IFNGscore,0.0628094983069136,High,Low,0.68421052631579,0.482758620689655,1.00467001136694
884,brca,CD80,NT5E,IFNGscore,0.103951413804262,High,Low,0.566293183940243,0.245009074410163,0.397022768748184
885,brca,CD80,PDCD1,IFNGscore,0.590133971673671,High,High,0.00666666666666667,0.00725952813067151,0.0469376619523664
887,brca,CD80,PVR,IFNGscore,0.108272986415459,High,Low,0.0220827058355663,0.510245901639344,0.713997690402868
888,brca,CD80,SIRPA,IFNGscore,0.0976639947107212,High,Low,0.300205058099795,0.272232304900181,0.353083223616134
889,brca,CD80,SLC7A1,IFNGscore,-0.0560842609400647,Low,Low,0.0189007221274169,0.600441501103753,0.230692690824119
891,brca,CD80,TNF,IFNGscore,0.466200011941334,High,High,0.00937297996121525,0.175468483816014,0.363140407074488
897,brca,CD80,TNFSF18,IFNGscore,0.370285865201057,High,High,0.0322408026755853,0.203448275862069,0.422084966910988
898,brca,CD80,TNFSF4,IFNGscore,0.0700369793071902,High,High,0.191697191697192,0.875766871165644,4.53408798266262
900,brca,CD80,VTCN1,IFNGscore,0.185766011952743,High,Low,0.00534906202963815,0.629126213592233,0.7914428380196
901,brca,CD86,CELSR3,IFNGscore,-0.0316566256542439,Low,Low,0.717346611127126,0.568221070811744,1.43041210855742
905,brca,CD86,CSF3,IFNGscore,-0.0238451462119684,Low,High,0.219673576621005,0.659758203799655,0.941456211228851
908,brca,CD86,FAM3C,IFNGscore,0.10436757677467,High,Low,0.227629955184135,0.330383480825959,0.422410750522955
909,brca,CD86,FLT3,IFNGscore,0.486969011440247,High,High,0.151304347826087,0.132727272727273,0.358463912090998
911,brca,CD86,GPRC5B,IFNGscore,0.0949025087005735,High,Low,0.043687650498796,0.74904214559387,1.86099580699325
912,brca,CD86,HHLA2,IFNGscore,0.107459701611384,High,High,0.0178673929201958,0.795389048991354,0.955463575834728
915,brca,CD86,ICOSLG,IFNGscore,0.106569471371418,High,High,0.8,0.43436754176611,0.71217300778057
917,brca,CD86,IL13RA2,IFNGscore,-0.071744107264783,Low,High,0.15149399240422,0.529715762273902,0.540523115714437
918,brca,CD86,IL34,IFNGscore,-0.0567132169829422,Low,High,0.147385028348776,0.260794473229706,0.707327961364402
919,brca,CD86,KLRG2,IFNGscore,0.106834780964046,High,Low,0.131450458277757,0.760299625468165,0.728031217380469
922,brca,CD86,NT5E,IFNGscore,-0.0512883098530164,Low,High,0.136832905142545,0.317789291882556,1.04967283731251
925,brca,CD86,PVR,IFNGscore,0.117771736579739,High,Low,0.0317360711707192,0.48155737704918,0.414693842117863
927,brca,CD86,SLC7A1,IFNGscore,-0.0602506546807358,Low,Low,0.189922755479848,0.58719646799117,0.45239490684925
929,brca,CD86,TNF,IFNGscore,0.262741187087119,High,High,0.416666666666667,0.449744463373083,0.171849460757331
936,brca,CD86,TNFSF4,IFNGscore,0.305939652440975,High,High,0.153846153846154,0.487730061349693,0.431109088689385
938,brca,CD86,VTCN1,IFNGscore,0.155413014526273,High,Low,0.0532202754843756,0.675728155339806,0.360096977807848
939,brca,CELSR3,CSF1,IFNGscore,0.0666970610815536,High,High,0.536889012484651,0.568259385665529,0.656335351134153
940,brca,CELSR3,CSF1R,IFNGscore,0.0257427205081932,Low,High,0.431892272487238,0.891891891891892,4.12614766520632
942,brca,CELSR3,CSF3,IFNGscore,-0.205167378076483,High,Low,0.349210665071188,0.181818181818182,0.460550887152379
943,brca,CELSR3,CTLA4,IFNGscore,-0.0377027727512289,Low,Low,0.227069975308518,0.334754797441365,0.770309686695896
944,brca,CELSR3,NCR3LG1,IFNGscore,-0.182679407271197,High,High,0.97654148164639,0.203747072599532,0.778125162213505
947,brca,CELSR3,FLT3LG,IFNGscore,0.067106826486964,High,High,0.496698348091537,0.782679738562091,1.41135607373946
948,brca,CELSR3,GPRC5B,IFNGscore,0.189421908894957,High,Low,0.635254803675856,0.586206896551724,0.680498810421475
949,brca,CELSR3,HHLA2,IFNGscore,-0.166897453383565,High,Low,0.674726359743682,0.275693311582382,0.612094075641949
950,brca,CELSR3,HLA-DPA1,IFNGscore,0.028226613418169,High,High,0.697781110918815,0.680960548885077,1.58805199293625
951,brca,CELSR3,ICOS,IFNGscore,-0.0498983355585488,Low,Low,0.0537302092798047,0.315565031982942,0.498850071345207
953,brca,CELSR3,IDO1,IFNGscore,-0.0702799848509611,Low,Low,0.0961291450950081,0.281449893390192,0.383874965180087
954,brca,CELSR3,IL13RA2,IFNGscore,0.0734275441984108,Low,High,0.891752665880926,0.46908315565032,3.31066853207984
956,brca,CELSR3,KLRG2,IFNGscore,0.392141095247994,High,Low,0.167785416055143,0.179775280898876,0.419392084026137
957,brca,CELSR3,LAG3,IFNGscore,0.0635922872128409,High,High,0.466820119352089,0.272131147540984,0.535405551266903
960,brca,CELSR3,PDCD1,IFNGscore,-0.0498983355585489,Low,Low,0.0225692563902767,0.315565031982942,0.515934292774087
963,brca,CELSR3,SIRPA,IFNGscore,-0.331409356612285,Low,Low,0.33770611317463,0.0479166666666667,0.44395598933141
965,brca,CELSR3,TLR3,IFNGscore,-0.138789060929555,Low,Low,0.132038936673693,0.216637781629116,0.427619300222834
966,brca,CELSR3,TNF,IFNGscore,0.291581789332845,Low,High,0.581964904315037,0.410562180579216,0.541337883722768
967,brca,CELSR3,TNFRSF13B,IFNGscore,0.0863959013104385,Low,High,0.71354410982894,0.553772070626003,1.35477462503046
968,brca,CELSR3,TNFRSF17,IFNGscore,0.134510197241454,Low,High,0.409951873405905,0.457429048414023,0.766887348846416
970,brca,CELSR3,TNFRSF4,IFNGscore,-0.313403173000463,High,Low,0.593764131333819,0.0491803278688525,0.535711992925298
972,brca,CELSR3,TNFSF18,IFNGscore,-0.116432247810256,High,Low,0.923294970114867,0.554166666666667,0.667982144197045
973,brca,CELSR3,TNFSF4,IFNGscore,-0.0735345818275545,Low,Low,0.643453968470761,0.651239669421488,1.17966355648977
974,brca,CELSR3,TNFSF9,IFNGscore,-0.268525460242213,High,Low,0.482520131892621,0.0983606557377049,0.558010774503492
975,brca,CELSR3,VTCN1,IFNGscore,-0.190540616542297,High,High,0.754370088116218,0.27047619047619,0.63698222283859
977,brca,COQ10A,VSIR,IFNGscore,0.239171386951775,High,High,0.524886877828054,0.367479674796748,0.864985438631978
978,brca,COQ10A,CCL4L2,IFNGscore,0.367229222251871,High,High,0.228438228438228,0.117229129662522,0.651886783756374
979,brca,COQ10A,CD27,IFNGscore,0.0772180488521391,Low,High,0.685714285714286,0.688851913477537,0.499322380867287
980,brca,COQ10A,CD274,IFNGscore,-0.053594269135378,Low,Low,0.522766539917483,0.729096989966555,0.653869988595907
981,brca,COQ10A,CD276,IFNGscore,0.322467930636893,High,Low,0.294724934508216,0.308306709265176,0.407097252327331
982,brca,COQ10A,CD28,IFNGscore,0.0563706435179652,Low,High,0.870588235294118,0.684859154929577,1.95008960044196
983,brca,COQ10A,CD70,IFNGscore,-0.142072787525575,Low,Low,0.142436574165613,0.321070234113712,0.775727667077935
984,brca,COQ10A,CD80,IFNGscore,-0.0475204913875513,Low,Low,0.768527577913484,0.767558528428094,0.93023397102358
985,brca,COQ10A,CD86,IFNGscore,0.224220762293032,High,High,0.328205128205128,0.406749555950266,0.685342983508146
987,brca,COQ10A,CSF1,IFNGscore,-0.170832937640594,Low,Low,0.0736367212538556,0.214046822742475,0.501286812952333
988,brca,COQ10A,CSF1R,IFNGscore,0.236037059269569,High,High,0.514785867727044,0.395866454689984,0.625289842716065
989,brca,COQ10A,CSF2,IFNGscore,0.194216860674821,High,High,0.208624708624709,0.477797513321492,0.928440421157891
990,brca,COQ10A,CSF3,IFNGscore,0.217030883079628,High,High,0.368035190566481,0.422735346358792,0.406716928987862
994,brca,COQ10A,NCR3LG1,IFNGscore,0.231511612521511,High,Low,0.805075948865625,0.373001776198934,0.625611330265655
995,brca,COQ10A,DOCK7,IFNGscore,-0.0481163230760635,Low,Low,0.340034627684008,0.762541806020067,1.53472441495026
996,brca,COQ10A,ELF5,IFNGscore,-0.151775358085253,Low,High,0.431036146516023,0.349809885931559,0.599526048010863
997,brca,COQ10A,FAM3C,IFNGscore,-0.201051861127018,Low,High,0.188250331622998,0.160535117056856,0.485302527610058
998,brca,COQ10A,FLT3,IFNGscore,-0.0615792999495646,Low,Low,0.416476231435872,0.678929765886288,1.16336558391239
999,brca,COQ10A,FLT3LG,IFNGscore,0.203301107324484,High,High,1,0.451154529307282,0.175223083723881
1000,brca,COQ10A,GPRC5B,IFNGscore,-0.322386186906863,Low,High,0.237376996154559,0.0183946488294314,0.471480310226467
1001,brca,COQ10A,HAO1,IFNGscore,-0.213150105132036,Low,High,0.0231921999445308,0.173144876325088,0.458327404263653
1002,brca,COQ10A,HDAC2,IFNGscore,-0.284670398663711,Low,High,0.591972679752671,0.120503597122302,0.400345735577805
1004,brca,COQ10A,HHLA2,IFNGscore,0.307997825976023,High,High,0.0695291011296789,0.30835734870317,0.426507496346405
1005,brca,COQ10A,HLA-DPA1,IFNGscore,-0.0494630051368867,Low,Low,0.56456226437472,0.754180602006689,1.24789285220897
1006,brca,COQ10A,ICOS,IFNGscore,-0.0555367828847135,Low,Low,0.594889060147137,0.722408026755853,0.532847072364019
1007,brca,COQ10A,ICOSLG,IFNGscore,0.559819009658495,High,High,0.560155680821371,0.0142095914742451,0.416674857527703
1008,brca,COQ10A,IDO1,IFNGscore,0.0595356315317013,High,High,1,0.817051509769094,1.46159600552801
1009,brca,COQ10A,IL13RA2,IFNGscore,0.372923299108609,High,Low,0.56954622519196,0.1101243339254,0.34567596535133
1011,brca,COQ10A,ILF2,IFNGscore,0.273780695169264,High,High,0.766432483924744,0.282415630550622,0.476637169809242
1013,brca,COQ10A,KCNA5,IFNGscore,-0.0873077793889814,Low,High,1,0.585284280936455,0.798151264526953
1014,brca,COQ10A,KDELR3,IFNGscore,0.45906741230276,High,Low,0.451293904960768,0.0591497227356747,0.426472337037461
1016,brca,COQ10A,LAG3,IFNGscore,0.0295536098554078,Low,High,0.765369305616984,0.626229508196721,1.37620226334704
1017,brca,COQ10A,LCNL1,IFNGscore,0.243645654913888,High,High,0.112177829912613,0.42515923566879,0.471528953845386
1018,brca,COQ10A,MAL,IFNGscore,0.265012810208636,High,High,0.193233237350884,0.48626817447496,0.525155148678022
1019,brca,COQ10A,MAN2C1,IFNGscore,0.258041943711817,High,High,0.147380643927818,0.307282415630551,0.460702694727171
1020,brca,COQ10A,MAST3,IFNGscore,0.212908185700241,High,High,0.893188854489164,0.562700964630225,0.560481867040167
1021,brca,COQ10A,ME2,IFNGscore,0.325576492779319,High,High,0.35849446287049,0.436548223350254,0.394191717429717
1022,brca,COQ10A,NCR3,IFNGscore,0.08468648019643,Low,High,0.350420168067227,0.607744107744108,0.672825203318649
1023,brca,COQ10A,NPAS1,IFNGscore,-0.271453253302786,Low,High,0.0879783369435396,0.0735785953177258,0.356930501789827
1024,brca,COQ10A,NT5E,IFNGscore,-0.11331416161675,Low,High,0.412258880928548,0.448160535117057,0.498533926817552
1025,brca,COQ10A,PANK4,IFNGscore,0.0153995905826554,High,Low,1,0.94316163410302,8.95181925722364
1027,brca,COQ10A,PDCD1,IFNGscore,0.0816593821747541,Low,High,0.154450296865158,0.335483870967742,0.462788323782956
1028,brca,COQ10A,PDCD1LG2,IFNGscore,-0.0812946736824054,Low,Low,0.0679322619080799,0.612040133779264,0.579182689416194
1029,brca,COQ10A,PHYH,IFNGscore,0.0640884585611873,High,Low,0.802736357298823,0.808170515097691,2.22140277228346
1030,brca,COQ10A,PLA2G4A,IFNGscore,0.0369854050241887,High,High,1,0.884547069271758,2.4250377620858
1031,brca,COQ10A,PLCH2,IFNGscore,0.110679812705438,High,High,0.913003663003663,0.79520295202952,1.21560448380824
1032,brca,COQ10A,PSMD9,IFNGscore,-0.0911950257118631,High,Low,0.708127526147783,0.370473537604457,0.870710948714046
1033,brca,COQ10A,PVR,IFNGscore,0.22070270420259,High,High,0.660720084868692,0.412078152753108,0.400752810571072
1034,brca,COQ10A,RBCK1,IFNGscore,0.199801718354556,High,High,0.855968553866398,0.630584192439863,0.644299386105057
1035,brca,COQ10A,RINL,IFNGscore,0.511871442126188,High,High,0.198008405524129,0.102510460251046,0.346253759867273
1036,brca,COQ10A,ROPN1,IFNGscore,-0.0686923954435117,Low,High,0.338474770002865,0.727272727272727,1.55313158198788
1037,brca,COQ10A,ROPN1B,IFNGscore,-0.375209622842332,Low,High,0.262549586881392,0.0495238095238095,0.43837772169568
1038,brca,COQ10A,SAMD8,IFNGscore,0.379059878161703,High,Low,0.27723756308032,0.101243339253996,0.453416413274742
1039,brca,COQ10A,SCAMP5,IFNGscore,0.184054058925651,High,Low,0.536796536796537,0.49911190053286,0.575686977928342
1040,brca,COQ10A,SESTD1,IFNGscore,-0.181024355105886,Low,High,0.737981002063857,0.195652173913043,0.568168648564901
1041,brca,COQ10A,SIRPA,IFNGscore,-0.0898703962376309,Low,Low,0.78542013096207,0.620833333333333,1.1905236637672
1042,brca,COQ10A,SLC7A1,IFNGscore,0.233756285137079,High,Low,0.973624747081295,0.369449378330373,0.595178667283799
1043,brca,COQ10A,TLR3,IFNGscore,-0.0738024603470601,Low,Low,0.545640034965278,0.627090301003345,0.762714652211467
1044,brca,COQ10A,TNF,IFNGscore,0.398333986290622,High,High,0.120736333393744,0.24190800681431,0.433493629955091
1045,brca,COQ10A,TNFRSF13B,IFNGscore,0.0508886435621227,Low,High,0.549450549450549,0.706260032102729,1.02282061945147
1048,brca,COQ10A,TNFRSF4,IFNGscore,0.349119964338995,High,High,0.467200815155834,0.348387096774194,0.415915325445609
1049,brca,COQ10A,TNFRSF9,IFNGscore,0.494016719575635,High,High,0.051948051948052,0.0284191829484902,0.499511178337328
1050,brca,COQ10A,TNFSF18,IFNGscore,0.306982556759944,High,High,0.363511807596544,0.362068965517241,0.382084309036473
1051,brca,COQ10A,TNFSF4,IFNGscore,0.278554414370856,High,High,0.201916662851978,0.515337423312883,0.68367429671169
1052,brca,COQ10A,TNFSF9,IFNGscore,0.201764012129251,High,High,0.135790133650786,0.485537190082645,0.740702068827912
1053,brca,COQ10A,TYK2,IFNGscore,0.213332424976281,High,High,0.589654371067544,0.463937621832359,0.596433185980868
1054,brca,COQ10A,USP6NL,IFNGscore,0.0658978417733527,High,Low,0.911849044377216,0.799289520426288,1.8814317502073
1055,brca,COQ10A,VAMP2,IFNGscore,-0.188146554842476,Low,High,0.110719172028285,0.190274841437632,0.414088883691319
1056,brca,COQ10A,VPS39,IFNGscore,0.355785686863776,Low,High,0.438139486584301,0.299531981279251,0.402418173543643
1057,brca,COQ10A,VTCN1,IFNGscore,0.272720690845923,High,Low,0.243394674867102,0.471844660194175,0.510338162137538
1059,brca,CSF1,CSF3,IFNGscore,-0.050862745531292,Low,High,0.50045586043091,0.669242658423493,1.47580545019976
1060,brca,CSF1,CTLA4,IFNGscore,0.386110203816141,High,High,0.0652173913043478,0.0819112627986348,0.477420761952075
1061,brca,CSF1,NCR3LG1,IFNGscore,0.093271104054453,High,Low,0.40824534942182,0.411262798634812,1.1110280121966
1062,brca,CSF1,FAM3C,IFNGscore,-0.0319993491026866,Low,High,0.588867611335765,0.820710973724884,1.69192200529282
1063,brca,CSF1,FLT3,IFNGscore,0.615464599686476,High,High,0.0224375167166929,0.0563636363636364,0.32067992112043
1064,brca,CSF1,FLT3LG,IFNGscore,-0.342062147033469,Low,Low,0.0550837935780571,0.0247295208655332,0.297116130463188
1065,brca,CSF1,GPRC5B,IFNGscore,0.173292972615326,High,Low,0.0475244435198669,0.601532567049808,0.51928553173303
1066,brca,CSF1,HHLA2,IFNGscore,-0.202124341288355,Low,Low,0.139646565821389,0.177814029363785,0.597237448094468
1069,brca,CSF1,ICOSLG,IFNGscore,-0.0792465410400812,Low,High,0.469090297189063,0.494590417310665,0.571941549043968
1070,brca,CSF1,IDO1,IFNGscore,0.385261580991383,High,High,0.0735632183908046,0.0819112627986348,0.301919745192374
1071,brca,CSF1,IL13RA2,IFNGscore,-0.134798026051715,Low,Low,0.737263650954374,0.313755795981453,0.575931911149351
1072,brca,CSF1,IL34,IFNGscore,-0.147141669005121,Low,High,0.472496558860995,0.276661514683153,0.5504334833355
1073,brca,CSF1,KLRG2,IFNGscore,-0.302436534821246,Low,High,0.145281579060934,0.0775347912524851,0.422935789840703
1075,brca,CSF1,NCR3,IFNGscore,0.521198898530767,High,High,0.0402597402597403,0.0238907849829352,0.192227330519936
1076,brca,CSF1,NT5E,IFNGscore,-0.0499506177153775,Low,High,0.106101238544695,0.676970633693972,1.17406419823569
1077,brca,CSF1,PDCD1,IFNGscore,0.318026783699536,High,High,0.0072463768115942,0.119453924914676,0.401095271200549
1079,brca,CSF1,PVR,IFNGscore,0.0538288870349768,High,Low,0.0687368628141276,0.682377049180328,0.478595197674374
1080,brca,CSF1,SIRPA,IFNGscore,-0.165669035590038,Low,High,0.145986277717348,0.228748068006182,0.547367668594028
1081,brca,CSF1,SLC7A1,IFNGscore,0.0806089395284273,High,High,0.551631340795428,0.633640552995392,1.12060906343186
1082,brca,CSF1,TLR3,IFNGscore,0.398463489944622,High,High,0.242962962962963,0.260135135135135,0.61789290597679
1083,brca,CSF1,TNF,IFNGscore,0.757419188964325,High,High,0.00937297996121525,0,0.247484497496533
1084,brca,CSF1,TNFRSF13B,IFNGscore,-0.628358269741813,Low,Low,0.00992304337432207,0.00309119010819165,0.355216344345758
1085,brca,CSF1,TNFRSF17,IFNGscore,-0.352926456609955,Low,Low,0.00845473277481256,0.0231839258114374,0.447704373516735
1086,brca,CSF1,TNFRSF18,IFNGscore,0.46517692411344,High,High,0.00155400155400155,0.294117647058824,0.340883487814416
1087,brca,CSF1,TNFRSF4,IFNGscore,0.130116188519873,High,High,0.143323996265173,0.75,0.94791542052998
1090,brca,CSF1,TNFSF4,IFNGscore,-0.252372282564051,Low,Low,0.33486509592692,0.089644513137558,0.425097149485624
1091,brca,CSF1,TNFSF9,IFNGscore,0.15752755472381,High,High,0.410732714138287,0.559917355371901,0.606446785885768
1092,brca,CSF1,VTCN1,IFNGscore,0.19651437079367,High,Low,0.0672657050850617,0.605825242718447,0.702188160250642
1095,brca,CSF1R,CSF3,IFNGscore,-0.0303288681295469,Low,Low,0.861100067782257,0.835227272727273,1.0679721919334
1097,brca,CSF1R,NCR3LG1,IFNGscore,-0.0744404069157717,Low,Low,0.179623005543347,0.348258706467662,0.471275126566123
1098,brca,CSF1R,FAM3C,IFNGscore,-0.0499506177153775,Low,High,0.0766052385262111,0.5,0.867762720574336
1099,brca,CSF1R,FLT3,IFNGscore,0.593153015185915,High,High,0.0310929435831414,0.0709090909090909,0.318833943784154
1100,brca,CSF1R,FLT3LG,IFNGscore,0.50522802969089,High,High,0.124812030075188,0.0667726550079491,0.269392091129756
1101,brca,CSF1R,GPRC5B,IFNGscore,0.449271640209719,High,Low,0.00724381285695056,0.119236883942766,0.254620777311143
1102,brca,CSF1R,HHLA2,IFNGscore,0.451400605009203,High,High,0.000882368398743222,0.114467408585056,0.307080621035407
1107,brca,CSF1R,IL13RA2,IFNGscore,0.250403661756167,High,Low,0.477766624814588,0.375198728139905,0.468142301144622
1108,brca,CSF1R,IL34,IFNGscore,-0.0739392403009447,Low,High,0.390183430771044,0.305921052631579,0.864138171344723
1109,brca,CSF1R,KLRG2,IFNGscore,0.381701560329601,High,Low,0.0678421235553638,0.208267090620032,0.371060920237084
1112,brca,CSF1R,NT5E,IFNGscore,-0.137943487943949,Low,High,0.113856805657051,0.111842105263158,0.54379307230373
1115,brca,CSF1R,PVR,IFNGscore,0.109026569380852,High,Low,0.0608597285067873,0.613672496025437,0.88818206741006
1117,brca,CSF1R,SLC7A1,IFNGscore,-0.0777304105920562,Low,Low,0.421177604593721,0.545253863134658,0.684720904605448
1118,brca,CSF1R,TLR3,IFNGscore,0.655317910602745,High,High,0.00865800865800866,0.0222575516693164,0.0905553676993592
1119,brca,CSF1R,TNF,IFNGscore,0.455061596347841,High,High,0.0351802833924819,0.190800681431005,0.297241317776581
1120,brca,CSF1R,TNFRSF13B,IFNGscore,0.546844780798976,High,High,0.0392246509164886,0.0556438791732909,0.168786652120177
1121,brca,CSF1R,TNFRSF17,IFNGscore,0.607239052887278,High,High,0.0147058823529412,0.0429252782193959,0.24555905837986
1123,brca,CSF1R,TNFRSF4,IFNGscore,0.149117305966852,High,High,0.857142857142857,0.714516129032258,1.22799370846171
1125,brca,CSF1R,TNFSF18,IFNGscore,0.498461120985579,High,High,0.00167412642651003,0.068362480127186,0.153347507011047
1126,brca,CSF1R,TNFSF4,IFNGscore,0.452961751886122,High,High,0.038102766798419,0.243865030674847,0.246708803915259
1127,brca,CSF1R,TNFSF9,IFNGscore,-0.0640557010908402,Low,High,0.115847743023321,0.379934210526316,0.421674846742499
1128,brca,CSF1R,VTCN1,IFNGscore,0.18970174891851,High,Low,0.0437677073932554,0.621359223300971,0.816471586266347
1129,brca,CSF2,CSF3,IFNGscore,0.329765683212914,High,High,0.308448900170086,0.165289256198347,0.636823784583993
1130,brca,CSF2,CTLA4,IFNGscore,0.30458862689304,High,High,0.0810841332580463,0.185123966942149,0.419850990851466
1131,brca,CSF2,NCR3LG1,IFNGscore,-0.0801745725820492,Low,Low,0.0784671321876704,0.392798690671031,0.722279478868213
1132,brca,CSF2,FAM3C,IFNGscore,0.232150392838234,High,Low,0.0349866851414839,0.266115702479339,0.624217188035975
1133,brca,CSF2,FLT3,IFNGscore,0.277425875448258,High,High,0.0970774100786783,0.394545454545455,0.733555382245938
1134,brca,CSF2,FLT3LG,IFNGscore,0.458316535366344,High,High,0.0486470051687443,0.0975206611570248,0.297333775383553
1135,brca,CSF2,GPRC5B,IFNGscore,0.487091344541144,High,Low,0.117029618670579,0.0892561983471074,0.412744219542407
1136,brca,CSF2,HHLA2,IFNGscore,0.321899387808784,High,High,0.0105650113996117,0.272334293948127,0.443263601971151
1138,brca,CSF2,ICOS,IFNGscore,-0.149822275659767,Low,Low,0.6662105867213,0.132569558101473,0.593466718023124
1139,brca,CSF2,ICOSLG,IFNGscore,-0.0201796368529459,Low,High,0.755334866803141,0.878887070376432,2.73161817607914
